Early BCE/CE,Late BCE/CE,Biological Taxonomy,Taxonomic Identifier,Anatomical Identification,Element,Taxonomic ID,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,mandible,Mandible with teeth,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tooth of lower jaw,Loose mandibular tooth,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,mandible,Mandible with teeth,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sheep/goat,Sheep or goat,mandible,Mandible with teeth,Ovis/Capra,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,talus,Astragalus,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,talus,Astragalus,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Sus scrofa,Sus scrofa,mandible,Mandible with teeth,Sus scrofa,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metacarpal bones 3 and 4,Metacarpus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,mandible,Mandible with teeth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metatarsal bones 3 and 4,Metatarsus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metacarpal bones 3 and 4,Metacarpus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metacarpal bones 3 and 4,Metacarpus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metatarsal bones 3 and 4,Metatarsus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metacarpal bones 3 and 4,Metacarpus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metacarpal bones 3 and 4,Metacarpus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metatarsal bones 3 and 4,Metatarsus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metatarsal bones 3 and 4,Metatarsus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tooth of lower jaw,Loose mandibular tooth,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metatarsal bones 3 and 4,Metatarsus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tooth of lower jaw,Loose mandibular tooth,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metatarsal bones 3 and 4,Metatarsus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metatarsal bones 3 and 4,Metatarsus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metatarsal bones 3 and 4,Metatarsus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metatarsal bones 3 and 4,Metatarsus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metatarsal bones 3 and 4,Metatarsus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,fused metatarsal bones 3 and 4,Metatarsus III + IV,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Bos primigenius,Bos primigenius,proximal phalanx,Phalanx anterior 1,Bos primigenius,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,tooth of lower jaw,Loose mandibular tooth,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,tooth of lower jaw,Loose mandibular tooth,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,fused metacarpal bones 3 and 4,Metacarpus III + IV,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,proximal phalanx,Phalanx anterior/posterior 1,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,proximal phalanx,Phalanx anterior/posterior 1,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,proximal phalanx,Phalanx anterior/posterior 1,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,proximal phalanx,Phalanx anterior/posterior 1,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,proximal phalanx,Phalanx anterior/posterior 1,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,proximal phalanx,Phalanx anterior/posterior 1,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,proximal phalanx,Phalanx anterior/posterior 1,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,middle phalanx,Phalanx anterior/posterior 2,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,middle phalanx,Phalanx anterior/posterior 2,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Capra aegagrus,Capra aegagrus,middle phalanx,Phalanx anterior/posterior 2,Capra aegagrus,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
-17850,-17050,Ovis orientalis,Ovis orientalis,middle phalanx,Phalanx anterior/posterior 2,Ovis orientalis,,,,,,,,,,,,,,,,,,,
